更新时间,#genre#
动漫秀场,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031113/1.m3u8$订阅源-IPv6
动漫秀场,http://223.166.234.114:7777/tsfile/live/1052_1.m3u8$订阅源
动漫秀场,http://60.2.190.206:4000/udp/239.253.93.225:6403$订阅源
动漫秀场,http://223.166.234.215:7777/tsfile/live/1052_1.m3u8$订阅源
哈哈炫动,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001232/index.m3u8?$订阅源-IPv6
哈哈炫动,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000011000031123/index.m3u8?channel-id=bestzb&Contentid=5000000011000031123&livemode=1&stbId=3$订阅源-IPv6
哈哈炫动,http://[2409:8087:74d9:21::6]:80/270000001128/9900000069/index.m3u8$订阅源-IPv6
哈哈炫动,http://113.236.28.117:9901/tsfile/live/1089_1.m3u8$订阅源
哈哈炫动,http://113.236.31.149:9901/tsfile/live/1089_1.m3u8$订阅源
哈哈炫动,http://123.189.39.129:9901/tsfile/live/1089_1.m3u8$订阅源
崇明电视台,https://pili-live-hls.wdit.com.cn/wditlive/c038f4fafbdf4f97ba74c74ad67259b931ee.m3u8$订阅源
新闻综合,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000011000031110/1.m3u8?channel-id=bestzb&Contentid=5000000011000031110&livemode=1&stbId=3$订阅源-IPv6
新闻综合,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000005/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000005&IASHttpSessionId=OTT19019320240419154124000281$订阅源-IPv6
新闻综合,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000005/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000005&IASHttpSessionId=OTT19019320240419154124000281$订阅源-IPv6
新闻综合,http://223.166.234.114:7777/tsfile/live/1025_1.m3u8$订阅源
新闻综合,http://223.166.234.215:7777/tsfile/live/1025_1.m3u8$订阅源
欢笑剧场,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226203/index.m3u8$订阅源-IPv6
欢笑剧场,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000002000009455/1.m3u8$订阅源-IPv6
法治天地,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001195/index.m3u8?$订阅源-IPv6
法治天地,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000014/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000014&IASHttpSessionId=OTT19019320240419154124000281$订阅源-IPv6
法治天地,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000014/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000014&IASHttpSessionId=OTT19019320240419154124000281$订阅源-IPv6
生活时尚,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226358/index.m3u8$订阅源-IPv6
生活时尚,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00002019/index.m3u8?IASHttpSessionId=$订阅源-IPv6
生活时尚,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226358/index.m3u8$订阅源-IPv6
生活时尚,http://223.166.234.114:7777/tsfile/live/1051_1.m3u8$订阅源
生活时尚,http://wouu.net:9977/udp/239.93.0.106:5140$订阅源
生活时尚,http://wouu.net:9977/udp/239.93.42.29:5140$订阅源
第一财经,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226172/index.m3u8$订阅源-IPv6
第一财经,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226966/index.m3u8$订阅源-IPv6
第一财经,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000010000027146/1.m3u8?channel-id=bestzb&Contentid=5000000010000027146&livemode=1&stbId=3$订阅源-IPv6
第一财经,http://223.166.234.114:7777/tsfile/live/1029_1.m3u8$订阅源
第一财经,http://223.166.234.215:7777/tsfile/live/1029_1.m3u8$订阅源
纪实人文,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225738/index.m3u8$订阅源-IPv6
纪实人文,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000004000010282/1.m3u8?channel-id=bestzb&Contentid=5000000004000010282&livemode=1&stbId=3$订阅源-IPv6
纪实人文,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8$订阅源-IPv6
都市剧场,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00002022/index.m3u8?IASHttpSessionId=$订阅源-IPv6
都市剧场,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031111/1.m3u8$订阅源-IPv6
都市剧场,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226176/index.m3u8$订阅源-IPv6

☘️重庆频道,#genre#
万源新闻综合,http://live.wanyuannews.com/wytv/hd/live.m3u8?zsicd$订阅源
万源新闻综合,http://live.wanyuannews.com/wytv/hd/live.m3u8$订阅源
万源新闻综合,http://live.wanyuannews.com:80/wytv/hd/live.m3u8$订阅源
荣昌综合,http://183.64.181.25:40023/rongchang01.m3u8$订阅源
万州综合,http://123.146.162.24:8017/iTXwrGs/800/live.m3u8?zzhongqd$订阅源
万州综合,http://123.146.162.24:8017/iTXwrGs/800/live.m3u8$订阅源
万州三峡移民,http://123.146.162.24:8017/c2F0hmi/1000/live.m3u8$订阅源
万州三峡移民,http://123.146.162.24:8013/tslslive/PU2vzMI/hls/live_sd.m3u8$订阅源
重庆时尚购物,https://tvlive.ugoshop.com/ugotvlive/ssgotv.m3u8?auth_key=2312509421-0-0-6642ec3645caa943da6855a9ef7e2129$订阅源

☘️江苏频道,#genre#
优漫卡通,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8$订阅源-IPv6
优漫卡通,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225656/index.m3u8$订阅源-IPv6
优漫卡通,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000049/index.m3u8?IASHttpSessionId=$订阅源-IPv6
优漫卡通,http://42.48.50.138:9002/tsfile/live/1006_1.m3u8$订阅源
优漫卡通,http://58.221.214.82:9901/tsfile/live/0008_2.m3u8$订阅源
优漫卡通,http://113.236.28.117:9901/tsfile/live/1090_1.m3u8$订阅源
连云港公共,http://live.lyg1.com/ggpd/sd/live.m3u8$订阅源

☘️辽宁频道,#genre#
辽宁北方,http://113.236.28.117:9901/tsfile/live/1018_1.m3u8$订阅源
辽宁北方,http://113.236.31.149:9901/tsfile/live/1018_1.m3u8$订阅源
辽宁北方,http://123.189.39.129:9901/tsfile/live/1018_1.m3u8$订阅源
辽宁生活,http://113.236.28.117:9901/tsfile/live/1022_1.m3u8$订阅源
辽宁生活,http://113.236.31.149:9901/tsfile/live/1022_1.m3u8$订阅源
辽宁生活,http://123.189.39.129:9901/tsfile/live/1022_1.m3u8$订阅源
辽宁经济,http://113.236.28.117:9901/tsfile/live/1021_1.m3u8$订阅源
辽宁经济,http://113.236.31.149:9901/tsfile/live/1021_1.m3u8$订阅源
辽宁经济,http://123.189.39.129:9901/tsfile/live/1021_1.m3u8$订阅源
辽宁都市,http://113.236.28.117:9901/tsfile/live/1019_1.m3u8$订阅源
辽宁都市,http://113.236.31.149:9901/tsfile/live/1019_1.m3u8$订阅源
辽宁都市,http://123.189.39.129:9901/tsfile/live/1019_1.m3u8$订阅源

☘️湖南频道,#genre#
湖南都市,http://[2409:8087:5e08:24::11]:6610/000000001000/4682579636905393407/1.m3u8?channel-id=hnbblive&Contentid=4682579636905393407&livemode=1&stbId=3$订阅源-IPv6
湖南都市,http://42.48.50.138:9002/tsfile/live/0127_1.m3u8$订阅源
湖南经视,http://[2409:8087:5e08:24::11]:6610/000000001000/6306119848317438256/1.m3u8?channel-id=hnbblive&Contentid=6306119848317438256&livemode=1&stbId=3$订阅源-IPv6
湖南经视,http://42.48.50.138:9002/tsfile/live/1004_1.m3u8$订阅源
湖南电视剧,http://[2409:8087:5e08:24::11]:6610/000000001000/8765482907954673867/1.m3u8?channel-id=hnbblive&Contentid=8765482907954673867&livemode=1&stbId=3$订阅源-IPv6
湖南电影,http://[2409:8087:5e08:24::11]:6610/000000001000/7884242846753128038/1.m3u8?channel-id=hnbblive&Contentid=7884242846753128038&livemode=1&stbId=3$订阅源-IPv6
湖南爱晚,http://[2409:8087:5e08:24::11]:6610/000000001000/6307875884530512195/1.m3u8?channel-id=hnbblive&Contentid=6307875884530512195&livemode=1&stbId=3$订阅源-IPv6
湖南娱乐,http://[2409:8087:5e08:24::11]:6610/000000001000/6427893650335440392/1.m3u8?channel-id=hnbblive&Contentid=6427893650335440392&livemode=1&stbId=3$订阅源-IPv6
湖南国际,http://114.105.184.92:9901/tsfile/live/1019_1.m3u8$订阅源
金鹰纪实,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031203/index.m3u8?channel-id=bestzb&Contentid=5000000011000031203&livemode=1&stbId=3$订阅源-IPv6
金鹰纪实,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031203/1.m3u8$订阅源-IPv6
金鹰纪实,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000011000031203/1.m3u8?channel-id=bestzb&Contentid=5000000011000031203&livemode=1&stbId=3$订阅源-IPv6
金鹰纪实,http://60.10.106.114:555/udp/239.253.92.103:6054$订阅源
金鹰纪实,http://223.166.234.114:7777/tsfile/live/1042_1.m3u8$订阅源
金鹰纪实,http://60.2.190.206:4000/udp/239.253.92.103:6054$订阅源

☘️湖北频道,#genre#
湖北综合,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638072216f7da/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNLx3R3LdIBdA5q61lut1LwZcw4SC2tJubc%2Bq5t%2F61jvWCtjrJL0x%2BHncPgdmcbBW9I$订阅源-IPv6
湖北经视,http://58.48.37.158:1111/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
湖北经视,http://58.19.43.46:9901/tsfile/live/1017_1.m3u8$订阅源
湖北生活,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638072c62e405/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNKJPodw5BcDirSOw7egztI5bUvJjqPzSNAhrA37GrbRBIAjGQpzP0QmgsmuHnQyd2c$订阅源-IPv6
湖北教育,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638072a6cbbf6/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNKTFQuOKNd5i0HMa3ydMWIQ6kJ2fBJGJ77BLTXK72CqUYQsX3ZguYt0954s9hfZTfc$订阅源-IPv6
湖北影视,http://58.48.37.158:1111/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
湖北影视,http://58.48.37.158:1111/tsfile/live/1000_1.m3u8$订阅源
湖北影视,http://58.19.43.46:9901/tsfile/live/1016_1.m3u8$订阅源
湖北公共新闻,http://58.48.37.158:1111/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
湖北公共,http://58.48.37.158:1111/tsfile/live/1001_1.m3u8$订阅源
湖北公共,http://58.48.37.158:1111/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
湖北垄上,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638072463c333/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNL%2Be1h4FfA5QqwJ7IPOz3p2qIS7djSxm17Htd%2FckZkm%2FVqsKHEJFJt26ju9iibzMEo$订阅源-IPv6
湖北垄上,http://58.19.43.46:9901/tsfile/live/1015_1.m3u8$订阅源
武汉一台新闻综合,http://58.48.37.158:1111/tsfile/live/1004_1.m3u8$订阅源
武汉一台新闻综合,http://58.48.37.158:1111/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
武汉二台电视剧,http://58.48.37.158:1111/tsfile/live/0130_1.m3u8$订阅源
武汉二台电视剧,http://58.48.37.158:1111/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
武汉三台科技生活,http://58.48.37.158:1111/tsfile/live/1005_1.m3u8$订阅源
武汉三台科技生活,http://58.48.37.158:1111/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
武汉1新闻综合,http://58.48.37.158:1111/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
武汉2电视剧,http://58.48.37.158:1111/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
武汉3科技生活,http://58.48.37.158:1111/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
武汉教育,http://58.48.37.158:1111/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
武汉教育,http://58.48.37.158:1111/tsfile/live/1003_1.m3u8$订阅源
荆门新闻综合,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8$订阅源
荆门新闻综合,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8?zhubd$订阅源

☘️广西频道,#genre#

☘️天津频道,#genre#
天津卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226459/index.m3u8$订阅源-IPv6
天津卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000003475/1.m3u8$订阅源-IPv6
天津卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000000831/1.m3u8$订阅源-IPv6
天津卫视,http://42.48.50.138:9002/tsfile/live/0135_1.m3u8$订阅源
天津卫视,http://58.221.214.82:9901/tsfile/live/0135_1.m3u8$订阅源
天津卫视,http://115.171.216.209:4000/udp/225.1.8.136:8144$订阅源
天津卫视,http://58.48.37.158:1111/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
天津卫视,http://115.171.216.209:4000/rtp/225.1.8.136:8144$组播源
天津卫视,http://221.222.162.206:8888/rtp/239.3.1.141:1234$组播源
天津卫视,http://123.113.187.204:8000/rtp/239.3.1.141:1234$组播源

☘️四川频道,#genre#
万源新闻综合,http://live.wanyuannews.com/wytv/hd/live.m3u8?zsicd$订阅源
万源新闻综合,http://live.wanyuannews.com/wytv/hd/live.m3u8$订阅源
万源新闻综合,http://live.wanyuannews.com:80/wytv/hd/live.m3u8$订阅源
利州综合,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8?zsicd$订阅源
利州综合,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8$订阅源
利州综合,http://tvfile.lzgbdst.com:80/nmip-media/channellive/channel106876/playlist.m3u8$订阅源
双流综合,http://171.221.250.130:18888/27e684978eb642eeb90ab815f6cc51bf/c41893de5e8645b3b43aef1640859b0d.m3u8?zsicd$订阅源
四川科教,http://wouu.net:9977/udp/239.93.42.44:5140$订阅源
夹江新闻综合,http://tvfile.jjrm.org.cn/nmip-media/channellive/channel106282/playlist.m3u8?zsicd$订阅源
夹江新闻综合,http://tvfile.jjrm.org.cn/nmip-media/channellive/channel106282/playlist.m3u8$订阅源
小金综合,http://xjlive.xjxrmt.cn:8091/live/xwpd.m3u8$订阅源
岳池新闻综合,http://liveyc.cmc.yuechirmt.cn:80/live/yctv.m3u8?auth_key=1714112398-0-0-d9a6bd74623c01c1c2f9576fe51e8b7b$订阅源
广元公共,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel101257/playlist.m3u8$订阅源
广元综合,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel100999/playlist.m3u8$订阅源
广安公共,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8$订阅源
广安公共,http://live1.gatv.com.cn:85/live/GGPD.m3u8$订阅源
广安公共,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8?zsicd$订阅源
康巴卫视,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221225856/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6
康巴卫视,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3$订阅源-IPv6
康巴卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8$订阅源-IPv6
康巴卫视,http://218.89.240.144:59901/tsfile/live/1010_1.m3u8$订阅源
康巴卫视,http://wouu.net:9977/udp/239.93.0.41:5140$订阅源
松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8$订阅源
松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8?zsicd$订阅源
汉源综合,http://live.hyxrmt.com:85/live/xwpd.m3u8$订阅源
汉源综合,http://live.hyxrmt.com:85/live/xwpd.m3u8?zsicd$订阅源
汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8?zsicd$订阅源
汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8$订阅源
沙湾综合,http://tvfile.swrmt.com:80/nmip-media/channellive/channel100064/playlist.m3u8$订阅源
甘孜综合,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv$订阅源
甘孜综合,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv?zsicd$订阅源
蓬安新闻综合,http://palive.patv123.com:8091/live/xwpd_800K.m3u8$订阅源
蓬安新闻综合,http://palive.patv123.com:8091/live/xwpd_800K.m3u8?zsicd$订阅源
金川乡村,http://live.jinchuanrmt.com:90/live/jcxc.m3u8$订阅源
金川乡村,http://live.jinchuanrmt.com:90/live/jcxc.m3u8?zsicd$订阅源
金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8?zsicd$订阅源
金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8$订阅源
金川新闻综合,http://139.203.180.9:90/live/zhxw.m3u8$订阅源
长宁综合,http://cnpull.sccnfb.com/live/123456.m3u8?zsicd$订阅源
长宁综合,http://cnpull.sccnfb.com:80/live/123456.m3u8$订阅源
马尔康综合,http://live.zmmek.com:90/live/zhxw.m3u8$订阅源
马尔康综合,http://live.zmmek.com:90/live/zhxw.m3u8?zsicd$订阅源

☘️陕西频道,#genre#
陕西农林卫视,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000072/index.m3u8?IASHttpSessionId=$订阅源-IPv6
陕西农林,http://wouu.net:9977/udp/239.93.0.100:5140$订阅源
陕西新闻资讯,http://gxlive.snrtv.com/sx1-SD.m3u8$订阅源
陕西都市青春,http://gxlive.snrtv.com/sx2-SD.m3u8$订阅源
陕西生活,http://gxlive.snrtv.com/sx3-SD.m3u8$订阅源
陕西公共,http://gxlive.snrtv.com/sx5-SD.m3u8$订阅源
陕西体育休闲,http://gxlive.snrtv.com/sx7-SD.m3u8$订阅源
陕西影视,http://gxlive.snrtv.com/sx4-SD.m3u8$订阅源

☘️福建频道,#genre#
厦门卫视,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221226781/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6
厦门卫视,http://[2409:8087:74d9:21::4]:80/270000001128/index.m3u8?cmcc_cid=9900000058$订阅源-IPv6
厦门卫视,http://[2409:8087:74d9:21::9]:80/270000001128/index.m3u8?cmcc_cid=9900000058$订阅源-IPv6
厦门卫视,http://115.171.216.209:4000/udp/225.1.8.166:4120$订阅源
厦门卫视,http://125.33.89.106:5566/udp/239.3.1.143:4120$订阅源
厦门卫视,http://114.252.238.87:8000/udp/239.3.1.143:4120$订阅源
厦门卫视,http://221.222.162.206:8888/rtp/239.3.1.143:4120$组播源
厦门卫视,http://123.113.187.204:8000/rtp/239.3.1.143:4120$组播源
厦门卫视,http://222.129.139.229:8888/rtp/239.3.1.143:4120$组播源
漳州新闻综合,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8?zfud$订阅源
漳州新闻综合,https://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8$订阅源
漳浦综合,http://220.161.87.62:8090/hls/0/index.m3u8$订阅源
漳浦综合,http://220.161.87.62:8090/hls/0/index.m3u8?zfud$订阅源
福州少儿,http://live.zohi.tv/video/s10001-fztv-4/index.m3u8$订阅源
福州生活,http://live.zohi.tv/video/s10001-shpd-3/index.m3u8?zfud$订阅源
福州综合,http://live.zohi.tv/video/s10001-FZTV-1/index.m3u8?zfud$订阅源
漳州新闻,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8$订阅源

☘️海南频道,#genre#
海南新闻,http://[2409:8087:5e00:24::1e]:6060/000000001000/4600001000000000111/1.m3u8$订阅源-IPv6
海南新闻,http://36.101.0.224:554/udp/239.253.64.11:5140$订阅源
海南自贸,http://[2409:8087:5e00:24::1e]:6060/000000001000/4600001000000000116/1.m3u8$订阅源-IPv6
海南文旅,http://[2409:8087:5e00:24::1e]:6060/000000001000/4600001000000000113/1.m3u8$订阅源-IPv6
海南少儿,http://[2409:8087:5e00:24::1e]:6060/000000001000/4600001000000000112/index.m3u8$订阅源-IPv6
海南少儿,http://[2409:8087:5e00:24::1e]:6060/000000001000/4600001000000000112/1.m3u8$订阅源-IPv6
海南公共,http://[2409:8087:5e00:24::1e]:6060/000000001000/460000100000000057/1.m3u8$订阅源-IPv6

☘️河南频道,#genre#
梨园,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000656/index.m3u8?IASHttpSessionId=$订阅源-IPv6
梨园,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000656/index.m3u8?IASHttpSessionId=$订阅源-IPv6
梨园,http://120.0.8.181:8086/tsfile/live/1010_1.m3u8$订阅源
梨园,http://120.0.52.238:8086/tsfile/live/1010_1.m3u8$订阅源
梨园,http://114.105.184.92:9901/tsfile/live/1052_1.m3u8$订阅源
河南都市,http://115.48.61.46:9901/tsfile/live/1007_1.m3u8$订阅源
河南民生,http://115.48.61.46:9901/tsfile/live/1008_1.m3u8$订阅源

☘️河北频道,#genre#
石家庄都市,http://120.0.8.181:8086/tsfile/live/1009_1.m3u8$订阅源
石家庄都市,http://120.0.52.238:8086/tsfile/live/1009_1.m3u8$订阅源
石家庄都市,http://120.0.52.241:8086/tsfile/live/1009_1.m3u8$订阅源
石家庄新闻综合,http://120.0.8.181:8086/tsfile/live/1006_1.m3u8$订阅源
石家庄新闻综合,http://120.0.52.238:8086/tsfile/live/1006_1.m3u8$订阅源
石家庄新闻综合,http://120.0.52.241:8086/tsfile/live/1006_1.m3u8$订阅源
石家庄娱乐,http://120.0.8.181:8086/tsfile/live/1007_1.m3u8$订阅源
石家庄娱乐,http://120.0.52.238:8086/tsfile/live/1007_1.m3u8$订阅源
石家庄娱乐,http://120.0.52.241:8086/tsfile/live/1007_1.m3u8$订阅源
河北都市,http://106.118.70.49:9901/tsfile/live/1001_1.m3u8$订阅源
河北都市,http://120.0.8.181:8086/tsfile/live/1001_1.m3u8$订阅源
河北都市,http://120.0.52.238:8086/tsfile/live/1001_1.m3u8$订阅源
河北农民,http://120.0.8.181:8086/tsfile/live/1005_1.m3u8$订阅源
河北农民,http://120.0.52.238:8086/tsfile/live/1005_1.m3u8$订阅源
河北农民,http://120.0.52.241:8086/tsfile/live/1005_1.m3u8$订阅源

☘️贵州频道,#genre#
松新闻,http://live.strmtzx.cn/stxw/sd/live.m3u8?zguizd$订阅源

☘️甘肃频道,#genre#
甘肃少儿,http://[2409:8087:74d9:21::6]:80/270000001322/69900158041111100000002165/index.m3u8$订阅源-IPv6
甘肃少儿,http://[2409:8087:74d9:21::6]/270000001322/69900158041111100000002165/index.m3u8$订阅源-IPv6

☘️新疆频道,#genre#
新疆卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225725/2/index.m3u8$订阅源-IPv6
新疆卫视,http://[2409:8087:1a0a:df::404e]:80/wh7f454c46tw3443810904_-1116868076/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226460/index.m3u8$订阅源-IPv6
新疆卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000316/index.m3u8?$订阅源-IPv6
新疆卫视,http://42.48.50.138:9002/tsfile/live/1008_1.m3u8$订阅源
新疆卫视,http://113.236.28.117:9901/tsfile/live/1061_1.m3u8$订阅源
新疆卫视,http://60.208.61.2:352/tsfile/live/0110_1.m3u8$订阅源
新疆卫视,http://coolcat.synology.me:4022/rtp/239.3.1.48:8160$组播源

☘️山东频道,#genre#
山东少儿,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000340/index.m3u8?IASHttpSessionId=$订阅源-IPv6
山东少儿,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000340/index.m3u8?IASHttpSessionId=$订阅源-IPv6
山东新闻,http://60.208.61.2:352/tsfile/live/0141_1.m3u8$订阅源
山东新闻,http://60.210.100.54:352/tsfile/live/1002_1.m3u8$订阅源
山东教育,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000331/index.m3u8?IASHttpSessionId=$订阅源-IPv6
山东教育,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225655/index.m3u8$订阅源-IPv6
山东教育,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225655/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3$订阅源-IPv6
山东教育,http://112.234.21.109:9901/tsfile/live/1009_1.m3u8$订阅源
山东居家购物,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000700/index.m3u8?IASHttpSessionId=$订阅源-IPv6
山东居家购物,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000700/index.m3u8?IASHttpSessionId=$订阅源-IPv6
山东农科,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000339/index.m3u8?IASHttpSessionId=$订阅源-IPv6
山东农科,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000339/index.m3u8?IASHttpSessionId=$订阅源-IPv6
山东农科,http://112.234.21.109:9901/tsfile/live/1005_1.m3u8$订阅源
山东齐鲁,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000313/index.m3u8?IASHttpSessionId=$订阅源-IPv6
山东齐鲁,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000313/index.m3u8?IASHttpSessionId=$订阅源-IPv6
山东齐鲁,http://60.210.100.54:352/tsfile/live/1001_1.m3u8$订阅源
